,fullTimeEmployees,auditRisk,overallRisk,dividendYield,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,averageVolume,marketCap,ebitdaMargins,earningsGrowth,returnOnEquity,Cluster_KMeans,Cluster_DBSCAN,Cluster_Hierarchical,PCA1,PCA2
375,6000.0,7.0,2.0,1.52,0.4159,0.96,1.053,26.17789,395716.0,11878215680.0,0.12461001,-0.261,0.33587003,0,-1,0,-90488802281.08281,-3248499.5200653025
376,46000.0,4.0,5.0,2.53,0.465,1.8,1.212,12.140113,2168770.0,24386195456.0,0.17267,0.0,0.18378,0,-1,0,-77980822458.99997,-1837465.046265743
377,6653.0,6.0,1.0,3.05,0.85830003,4.58,0.784,19.51366,4902173.0,26364479488.0,0.37342998,0.598,0.06341,0,-1,0,-76002538348.72571,838701.9155688989
378,19700.0,8.0,7.0,3.61,0.4266,3.78,1.169,9.841232,1466208.0,18735927296.0,0.13493,0.0,0.14091,0,-1,0,-83631090636.97101,-2376486.9196133898
379,108000.0,7.0,2.0,2.4,0.63060004,2.4,0.4,22.645552,7624377.0,394005118976.0,0.28568,0.341,0.31058002,3,-1,2,291638101064.09955,-7079227.935906116
380,66308.0,4.0,3.0,1.76,0.0208,1.54,0.351,20.207245,2883900.0,163477766144.0,0.14965999,0.19,0.36976,0,-1,0,61110748191.445724,-5147868.624200823
381,2703.0,6.0,7.0,3.66,0.9576,2.49,1.112,31.37784,3951445.0,102371688448.0,0.70509005,1.024,0.06781,0,-1,0,4670551.924575806,-2311789.490667735
382,37936.0,4.0,6.0,4.91,0.6933,5.0,1.259,7.4928527,1758691.0,39011782656.0,0.051030003,0.0,0.09486,0,-1,0,-63355235276.995125,-2670827.09957741
383,13047.0,2.0,4.0,3.09,0.67800003,3.36,0.617,20.056509,2747562.0,40697532416.0,0.36978,-0.48,0.11218,0,-1,0,-61669485489.08561,-1730732.4741041497
384,7311.0,7.0,7.0,0.0,0.0,0.0,1.22,22.114286,1077167.0,18626156544.0,0.29955998,0.236,0.12994,0,-1,0,-83740861400.1865,-2762345.003368522
385,5900.0,3.0,4.0,4.08,1.1278,3.31,0.73,27.692379,714970.0,51637207040.0,0.70731,0.453,0.20927,0,-1,0,-50729810928.495026,-4079931.8066964233
386,6793.0,5.0,2.0,0.86,0.0558,1.02,1.725,7.5362964,2267685.0,20509255680.0,0.22227,0.348,0.274,0,-1,0,-81857762230.51974,-1626326.6746230423
387,58400.0,8.0,3.0,0.16,0.0614,0.22,1.101,25.028543,1696604.0,37685268480.0,0.0864,0.436,0.13623,0,-1,0,-64681749454.23318,-2694532.541015439
388,49000.0,2.0,2.0,2.23,0.3614,2.14,1.289,12.487327,7655965.0,168908324864.0,0.30923998,0.15,0.41968,0,-1,0,66541307047.2798,-532964.5928108324
389,45000.0,9.0,5.0,1.91,0.3849,1.89,0.919,17.144466,1084227.0,18569949184.0,0.19277,0.202,0.13835,0,-1,0,-83797068759.95259,-2753676.3385437145
390,14800.0,3.0,10.0,1.53,0.294,2.23,1.522,16.565283,881391.0,13321302016.0,0.1604,0.112,0.27571,0,-1,0,-89045715931.62958,-2804593.9290657346
391,19000.0,6.0,5.0,1.44,0.1807,1.43,1.053,12.478456,1382760.0,28484538368.0,0.0,0.233,0.19111,0,-1,0,-73882479571.46916,-2742074.357236271
392,186000.0,5.0,4.0,1.91,0.6986,2.6,0.491,21.558102,4961954.0,175858057216.0,0.15890001,0.049,0.08125,0,-1,0,73491039318.42198,-3428176.8691102327
393,468.0,8.0,6.0,5.69,3.1969001,4.85,1.012,35.603775,5334140.0,50483044352.0,0.90152,-0.244,0.02404,0,-1,0,-51883973482.326256,572643.5056330096
394,495.0,5.0,1.0,3.87,1.2867,4.23,1.23,34.700005,1003981.0,13307739136.0,0.62513,-0.038,0.05817,0,-1,0,-89059278808.07823,-2681604.5572147397
395,15106.0,7.0,10.0,0.55,0.0,0.0,0.268,14.066651,926401.0,69679382528.0,0.32587,-0.208,0.15951,0,-1,0,-32687635441.930847,-4390673.5224290695
396,19644.0,4.0,6.0,4.67,0.5078,3.99,1.208,9.477876,8592865.0,19395061760.0,0.0,0.0,0.10694,0,-1,0,-82971955966.9901,4731092.921760891
397,42000.0,5.0,2.0,0.97,0.3436,1.41,0.738,35.0279,1065162.0,74492461056.0,0.30782,0.168,0.18624,0,-1,0,-27874556911.926407,-4391223.314513421
398,0.0,4.0,4.0,0.96,0.2385,0.83,0.737,21.37415,937065.0,32301930496.0,0.34755,0.649,0.25654,0,-1,0,-70065087457.97015,-3298241.393915533
399,11000.0,9.0,8.0,0.27,0.121700004,0.22,1.066,20.468994,940826.0,12689926144.0,0.30403998,0.219,0.036429998,0,-1,0,-89677091801.6456,-2726884.127024632
400,27000.0,7.0,8.0,2.03,0.6301,1.71,1.382,22.686844,844524.0,29244069888.0,0.19457,-0.134,0.24847999,0,-1,0,-73122948067.36342,-3302296.13822133
401,20265.0,4.0,9.0,1.24,0.64059997,1.05,0.777,47.375,1789814.0,25738133504.0,0.22767,-0.03,0.37518,0,-1,0,-76628884422.5379,-2255535.8338893605
402,18200.0,7.0,6.0,0.57,0.2091,0.53,1.056,29.102898,632721.0,62566797312.0,0.39914,0.185,0.08533,0,-1,0,-39800220663.45103,-4478505.827020775
403,0.0,9.0,6.0,1.29,0.2326,0.96,1.156,18.747383,2872634.0,41379692544.0,0.14352,-0.02,0.40282002,0,-1,0,-60987325357.75362,-1625396.9982087393
404,105950.0,4.0,9.0,1.45,0.0868,2.52,2.544,14.526242,2696101.0,55865798656.0,0.34686002,0.899,0.45828998,0,-1,0,-46501219256.91291,-2221230.9204342086
405,42350.0,1.0,3.0,0.76,0.2947,0.82,1.2,29.893517,1377549.0,154111279104.0,0.49036,0.558,0.11023,0,-1,0,51744261111.76854,-6383127.443088584
406,76453.0,2.0,10.0,0.62,0.2516,0.0,1.354,24.256065,6751757.0,259441164288.0,0.29405,0.195,0.10258,0,-1,0,157074146407.1978,-4057345.1172548993
407,1720.0,2.0,8.0,2.05,0.5648,1.06,0.739,23.646673,827413.0,23335235584.0,0.66971,0.595,0.0,0,-1,0,-79031782369.38792,-3148384.2779003703
408,110000.0,2.0,1.0,2.72,0.35369998,2.72,1.48,11.411445,15257822.0,56950935552.0,0.22745001,0.001,0.20952,0,-1,0,-45416081997.810234,10309081.1619148
409,30000.0,1.0,6.0,3.39,0.5127,3.78,1.036,8.75464,3221018.0,17978159104.0,0.20011999,0.0,0.0,0,-1,0,-84388858777.86494,-599751.0821782635
410,16773.0,9.0,5.0,3.7,0.5611,3.15,0.776,13.566149,5436083.0,45426102272.0,0.40182,-0.102,0.097950004,0,-1,0,-56940915557.255295,820934.3535756841
411,26293.0,2.0,5.0,0.0,0.0,0.0,1.034,47.770058,1776936.0,164727078912.0,0.17853001,0.296,0.16534,0,-1,0,62360060926.87874,-6290970.351228002
412,63890.0,3.0,8.0,0.93,0.2711,0.84,1.231,26.584507,1816873.0,85450522624.0,0.19045,0.357,0.69045997,0,-1,0,-16916495326.756653,-3956666.0298237572
413,2600.0,9.0,10.0,5.11,1.1157,6.16,1.802,24.230087,1512449.0,61939806208.0,0.74173,-0.111,0.74901,0,-1,0,-40427211741.73017,-3580624.3665209953
414,10100.0,8.0,8.0,4.37,0.8492,2.03,1.178,10.01875,3469163.0,10306712576.0,0.23843999,-0.306,0.08342,0,-1,0,-92060305295.47345,-129573.12475543795
415,9000.0,7.0,8.0,3.71,0.8606,3.12,0.27,11.046534,1249378.0,12378425344.0,0.25171,0.0,-0.03549,0,-1,0,-89988592592.58546,-2409315.892366311
416,100000.0,4.0,4.0,5.19,2.285,3.33,0.997,12.329639,3652990.0,23233150976.0,0.13463001,0.56,0.02708,0,-1,0,-79133866895.55269,-319900.21692139935
417,13000.0,3.0,6.0,2.6,0.3957,2.5,0.981,16.367296,396788.0,17261705216.0,0.29017,0.014,0.2034,0,-1,0,-85105312747.30539,-3403237.3334508413
419,28314.0,5.0,1.0,3.16,0.7168,3.95,0.446,21.094906,5048050.0,99951378432.0,0.48436,-0.385,0.1185,0,-1,0,-2415639431.3201294,-1145149.4000706556
420,72450.0,8.0,2.0,2.14,0.9474,1.03,1.1,21.125786,10625257.0,19907483648.0,0.0608,0.0,0.04457,0,-1,0,-82459534020.37555,6748629.104530314
421,48500.0,8.0,3.0,4.29,1.7249,2.79,1.254,13.921677,1766977.0,11811339264.0,0.10058,0.0,0.03221,0,-1,0,-90555678657.36148,-1875323.5391695856
422,361000.0,7.0,8.0,2.5,0.7484,2.08,0.985,26.271505,9746154.0,111014445056.0,0.17751,-0.235,0.0,0,-1,0,8647427324.070358,3232612.4792091097
423,52626.0,9.0,7.0,3.41,0.3532,3.11,1.467,9.533191,2044557.0,25685278720.0,0.0,3.417,0.10939,0,-1,0,-76681739199.13792,-1999278.6729716037
424,13000.0,2.0,3.0,1.61,0.187,1.84,1.353,12.3476095,1871868.0,18582730752.0,0.13808,-0.485,0.1743,0,-1,0,-83784287169.16745,-1966390.0121585922
425,18000.0,8.0,6.0,1.02,0.3505,0.88,0.92,22.3671,524695.0,21909927936.0,0.26331,0.238,0.096140005,0,-1,0,-80457090025.54953,-3409859.4516346874
426,53000.0,9.0,6.0,0.92,0.4175,1.03,0.955,26.940134,1433545.0,139125637120.0,0.26580998,-0.526,0.1526,0,-1,0,36758619135.66716,-5893429.049603073
427,5684.0,10.0,10.0,0.0,0.0,0.0,1.203,8.080189,72851168.0,20332658688.0,0.07665,0.0,0.31015,0,-1,0,-82034357179.64586,68962259.71039522
428,20000.0,4.0,8.0,1.91,0.117,2.58,1.67,8.103555,4123824.0,20382162944.0,0.0,0.82,0.22957,0,-1,0,-81984854912.74474,233484.0413116375
429,20000.0,2.0,5.0,0.0,0.0,0.0,1.155,29.451918,1203085.0,67715829760.0,0.23801,-0.347,0.15951,0,-1,0,-34651188201.100006,-4057163.665659111
430,76000.0,5.0,5.0,2.75,0.5205,2.58,1.115,15.060975,3605501.0,36251942912.0,0.055430003,0.0,0.86513,0,-1,0,-66115074966.383484,-744161.5512986421
431,70000.0,10.0,10.0,1.33,0.29299998,0.0,0.636,24.829428,3911850.0,302481178624.0,0.38182,0.533,0.17934,3,-1,0,200114160642.9792,-8142892.841303157
432,8158.0,4.0,7.0,5.55,0.5421,3.5,1.482,9.793583,1755201.0,20350699520.0,0.39812002,0.01,0.19646999,0,-1,0,-82016318405.28522,-2134222.410824367
433,12371.0,10.0,8.0,0.0,0.0,0.0,0.82,26.845663,1730216.0,37147111424.0,0.06504,0.0,-0.51451,0,-1,0,-65219906509.04236,-2645323.3943332233
434,12500.0,3.0,4.0,1.99,0.407,4.06,1.599,14.758403,5467640.0,14542803968.0,0.22301,-0.007,0.39821997,0,-1,0,-87824213847.40808,1746303.501329565
435,3370.0,4.0,8.0,1.52,0.4791,3.97,2.317,23.949152,1621781.0,43145928704.0,0.25205,0.168,0.34414002,0,-1,0,-59221089234.69452,-2927369.05726328
436,440000.0,4.0,1.0,4.32,0.5011,2.33,1.182,9.862036,6618396.0,47220453376.0,0.081829995,-0.19,0.2912,0,-1,0,-55146564419.72106,1951113.1161267697
437,87000.0,3.0,3.0,2.0,0.4013,1.7,1.314,15.80979,1679275.0,42404913152.0,0.23849002,-0.696,0.14879,0,-1,0,-59962104784.70682,-2848469.0133296573
438,14900.0,5.0,9.0,0.0,0.0,0.0,1.03,23.0904,262665.0,23209017344.0,0.24025999,-0.377,0.0874,0,-1,0,-79158000625.67767,-3709485.5792778097
439,6500.0,4.0,1.0,0.58,0.1446,0.41,1.458,19.477646,3022539.0,13387099136.0,0.23679,0.249,0.20294,0,-1,0,-88979918749.69017,-665346.4679661267
440,125665.0,5.0,10.0,0.0,0.0,0.0,2.507,81.34259,95432981.0,847713796096.0,0.13335,-0.709,0.1042,3,-1,2,745346780535.4023,67598331.26088116
441,34000.0,9.0,8.0,3.09,1.0115,2.64,0.965,29.988094,6385481.0,160445841408.0,0.43846,-0.121,0.28395998,0,-1,0,58078823558.0518,-1558523.9845081542
442,111.0,3.0,4.0,0.49,0.259,0.86,1.718,17.857082,132783.0,30011482112.0,0.80684996,0.048,0.41731,0,-1,0,-72355535864.28806,-4036234.259018868
443,34000.0,4.0,6.0,0.11,0.0184,0.13,1.268,10.895523,1428455.0,13258332160.0,0.10809,0.0,0.11627,0,-1,0,-89108685771.76721,-2255716.7489585723
444,125000.0,2.0,2.0,0.34,0.094399996,0.22,0.789,21.292465,1894342.0,188690857984.0,0.25175,0.138,0.13134,0,-1,0,86323839992.2559,-6867160.253720929
445,0.0,8.0,6.0,1.27,0.3421,1.29,0.962,25.697826,4805619.0,132886953984.0,0.13141,0.013,0.61982,0,-1,0,30519936099.86487,-2340772.9636192815
447,26000.0,2.0,1.0,1.72,0.4314,1.41,0.842,4.804133,5125100.0,28425455616.0,0.12865,-0.039,0.49828997,0,-1,0,-73941562215.13393,1001971.8024663613
448,45000.0,2.0,3.0,1.13,0.296,1.42,1.298,26.24506,1603916.0,74464616448.0,0.19179001,0.21,0.36048,0,-1,0,-27902401504.321854,-3851664.9485592996
449,16600.0,7.0,9.0,0.0,0.0,0.0,1.379,31.674332,255427.0,77239705600.0,0.50546,0.564,0.0,0,-1,0,-25127312392.516113,-5280455.52685013
450,34000.0,5.0,9.0,1.6,0.1933,2.2,0.621,12.31953,1367196.0,59354865664.0,0.15697,0.284,0.18941,0,-1,0,-43012152288.846375,-3651080.246638478
451,0.0,10.0,3.0,0.0,0.0,0.0,1.571,21.986576,1549667.0,16104291328.0,0.19336,0.439,0.29367,0,-1,0,-86262726601.45653,-2216854.9000924462
452,36769.0,6.0,7.0,5.14,0.5226,4.59,1.059,10.243037,7942665.0,52816076800.0,0.0,0.0,-0.00072999997,0,-1,0,-49550940959.80264,3113629.2648135494
453,7400.0,2.0,7.0,0.0,0.0,0.0,0.8,53.523544,255165.0,24987170816.0,0.19393,0.634,0.08315,0,-1,0,-77379847154.64067,-3768444.4777111835
454,138000.0,10.0,10.0,3.21,0.66550004,2.86,0.71,17.82,2505313.0,22215819264.0,0.06347,2.367,0.05819,0,-1,0,-80151198640.33615,-1438152.1525846703
455,70263.0,1.0,2.0,4.73,0.5224,4.17,1.041,9.759815,10541850.0,65841500160.0,0.0,1.092,0.110249996,0,-1,0,-36525517530.028,5335822.148927476
456,31100.0,6.0,9.0,0.0,0.0,0.0,1.39,30.826273,23890126.0,152139169792.0,0.0804,3.84,0.56004,0,-1,0,49772152452.14308,16186528.227227502
457,1419.0,2.0,9.0,3.86,6.5192,3.65,0.872,94.76596,2026790.0,16786323456.0,0.58999,0.0,0.02037,0,-1,0,-85580694459.93324,-1759471.6927998126
458,20000.0,9.0,4.0,0.0,0.0,0.0,1.34,15.717971,1021032.0,16287406080.0,0.16216,0.048,0.50386,0,-1,0,-86079611864.82957,-2750799.0460483963
459,32439.0,9.0,1.0,2.31,0.4761,2.15,1.052,19.170107,2659968.0,139131666432.0,0.50169,0.078,0.42597,0,-1,0,36764648483.15602,-4667170.835042445
460,107300.0,5.0,9.0,0.0,0.0,0.0,1.414,5.8089333,7636937.0,22989088768.0,0.14177,0.626,0.28629,0,-1,0,-79377928988.14743,3671106.360835952
461,254360.0,4.0,10.0,5.98,0.96589994,3.37,0.929,12.447219,6282806.0,92940361728.0,0.12759,0.07,0.33955002,0,-1,0,-9426656096.61177,292407.7249859283
462,27900.0,5.0,1.0,1.14,0.1685,0.0,1.767,13.394154,690683.0,41005694976.0,0.29769,0.045,0.30743,0,-1,0,-61361322988.7417,-3796537.0530243875
463,400000.0,10.0,3.0,1.63,0.5274,1.35,0.634,17.258862,4793649.0,472027955200.0,0.0874,0.026,0.15128,3,-1,2,369660937173.5428,-12168196.303686997
464,76000.0,10.0,10.0,0.43,0.0476,0.51,1.319,10.252202,777031.0,12102072320.0,0.1434,0.568,0.17943001,0,-1,0,-90264945630.12949,-2873696.8652565153
465,9898.0,6.0,4.0,3.44,0.4988,4.36,1.34,13.62487,3313798.0,41345331200.0,0.053390004,-0.746,0.10727,0,-1,0,-61021686688.96964,-1183243.3223869689
466,498.0,3.0,4.0,2.79,9.4737,4.23,1.401,429.75003,2930270.0,30057746432.0,0.38352,0.0,0.00842,0,-1,0,-72309271463.34358,-1240086.7273757781
468,929.0,3.0,3.0,0.0,0.0,0.0,0.872,29.008093,816804.0,23737032704.0,0.70316005,-0.23,0.0,0,-1,0,-78629985249.86337,-3170621.523601209
469,7800.0,5.0,4.0,0.61,0.2342,0.6,0.899,40.40878,791524.0,41322504192.0,0.47687,0.239,4.45084,0,-1,0,-61044513769.9591,-3704855.3775845845
470,99600.0,1.0,2.0,6.03,0.6486,5.67,0.396,9.498943,24718304.0,189141827584.0,0.36198002,0.0,0.18469,0,-1,0,86774810252.62532,15943759.535160586
471,6100.0,9.0,8.0,0.0,0.0,0.0,0.415,26.2488,1450645.0,126517862400.0,0.43326,-0.056,-0.031519998,0,-1,0,24150844421.434982,-5511418.2040178375
472,32000.0,3.0,8.0,5.53,9.6,0.89,0.916,3.2509363,13034278.0,10361229312.0,0.30417,0.0,-0.03244,0,-1,0,-92005788282.66289,9433952.479615914
473,27.0,4.0,4.0,5.4,0.6621,5.03,0.967,11.725274,7098404.0,33824966656.0,0.92084,-0.19,0.10345,0,-1,0,-68542051120.28891,2819017.876508905
474,0.0,10.0,2.0,0.69,0.2167,0.67,0.949,27.08136,6487085.0,661361131520.0,0.69494003,0.078,0.51191,3,-1,2,558994113463.1927,-15954161.830774173
475,6850.0,6.0,4.0,0.75,0.1248,2.41,1.232,17.253624,9042486.0,40495689728.0,0.39282,0.0,0.51573,0,-1,0,-61871327994.81679,4570035.407711292
476,11971.0,6.0,6.0,0.84,0.2663,0.85,0.797,25.654186,995763.0,30771607552.0,0.27642,0.297,0.11766,0,-1,0,-71595410399.62848,-3195259.240281052
477,8606.0,10.0,9.0,0.45,0.0719,0.62,0.641,16.383907,1878459.0,27027435520.0,0.17616,0.471,0.22103001,0,-1,0,-75339582404.51422,-2204199.6380525036
478,23500.0,3.0,4.0,0.84,0.2069,1.21,1.175,23.154358,284829.0,46968561664.0,0.16944,0.228,0.55683,0,-1,0,-55398456314.985855,-4374963.42124716
479,29500.0,5.0,7.0,0.55,0.1325,0.59,1.307,21.412249,1147885.0,31058456576.0,0.20372,0.02,0.103310004,0,-1,0,-71308561371.34315,-3051447.5097298063
480,193000.0,1.0,1.0,8.94,2.9091,6.33,0.598,7.6122446,25559181.0,9676384256.0,0.01877,0.0,-0.80845,0,-1,0,-92690632975.85936,21978597.34816003
481,2100000.0,6.0,2.0,1.1,0.3444,1.45,0.537,31.305147,19934247.0,682634772480.0,0.06215,-0.023,0.21414,3,-1,2,580267754803.8014,-3123699.6200042283
482,177080.0,5.0,2.0,1.02,0.3084,1.38,1.411,19.042719,8758531.0,177289953280.0,0.19944,0.346,0.05905,0,-1,0,74922935491.6999,326962.69593889546
483,35000.0,5.0,10.0,0.0,0.0,0.0,1.49,-79.76923,34291814.0,25455859712.0,0.19509001,0.0,-0.28208,0,-1,0,-76911157273.75691,30254622.796035726
484,61700.0,1.0,1.0,1.45,0.4405,1.61,0.762,28.242876,1644657.0,91650048000.0,0.29806,0.214,0.36238,0,-1,0,-10716969958.337708,-4308304.750118877
485,7600.0,8.0,7.0,0.0,0.0,0.0,0.998,28.009281,462685.0,21516251136.0,0.34794,0.064,0.42824,0,-1,0,-80850766827.18097,-3460470.8490325115
486,7017.0,6.0,4.0,3.32,0.6915,3.14,0.443,20.603449,2302506.0,34174228480.0,0.3995,1.062,0.12247,0,-1,0,-68192789435.23511,-1986991.0943967905
487,217000.0,5.0,2.0,2.26,0.2793,2.93,1.156,12.87614,15794321.0,230814171136.0,0.0,0.663,0.10836001,0,-1,0,128447153528.91634,5813659.652011167
488,685.0,3.0,5.0,1.75,1.6,3.35,1.191,84.2967,2984877.0,98389475328.0,0.37077,0.253,0.033010002,0,-1,0,-3977542594.3819427,-3163105.046007364
489,10600.0,7.0,5.0,0.38,0.12109999,0.23,1.086,29.547873,953511.0,16063438848.0,0.25888002,-0.021,0.17713,0,-1,0,-86303579098.69144,-2811833.577689864
490,51000.0,7.0,7.0,0.0,0.0,3.23,1.457,4.610669,8493063.0,14128610304.0,0.19204001,0.0,0.10829,0,-1,0,-88238407423.66782,4783695.10329932
491,9440.0,2.0,2.0,2.86,1.4814999,2.67,1.46,34.139534,3611562.0,21310926848.0,0.16437,-0.633,0.039690003,0,-1,0,-81056091023.96109,-305652.69335818524
492,19600.0,4.0,1.0,1.66,0.2588,1.9,1.811,19.554735,2138700.0,19635460096.0,0.21576999,0.129,0.52702,0,-1,0,-82731557817.88477,-1730028.8105161323
493,5829.0,3.0,2.0,3.38,1.044,5.71,1.071,28.320574,7599886.0,72252645376.0,0.52023,-0.574,0.15782,0,-1,0,-30114372401.868637,2208340.973758247
494,49000.0,8.0,6.0,1.09,0.3314,1.34,0.72,18.637922,555257.0,33612357632.0,0.26798,1.059,-0.00999,0,-1,0,-68754660333.56128,-3717998.60693342
495,20482.0,3.0,10.0,0.0,0.0,0.0,1.377,28.733734,2187572.0,63438340096.0,0.097679995,-0.922,0.06146,0,-1,0,-38928677834.81578,-2948879.88707415
496,28000.0,7.0,8.0,1.21,0.2299,2.28,1.765,16.400398,2563290.0,8740728832.0,0.25257,-0.629,0.0,0,-1,0,-93626289065.03214,-990132.622969145
497,11380.0,8.0,3.0,3.27,0.6366,2.96,0.387,18.203655,3656640.0,40057835520.0,0.39298,0.094,0.10426,0,-1,0,-62309182358.50777,-803139.9689637222
498,23000.0,1.0,2.0,1.34,0.39450002,1.15,1.081,25.145264,1454893.0,29029414912.0,0.19657,0.211,0.08453,0,-1,0,-73337603025.60909,-2685712.846831621
499,40000.0,2.0,3.0,1.82,0.5134,1.82,1.029,25.61842,2128781.0,43472928768.0,0.35952,-0.066,0.0,0,-1,0,-58894089156.152214,-2429850.5541817965
500,9900.0,1.0,10.0,0.0,0.0,0.0,1.679,17.505611,565909.0,14360527872.0,0.18811001,8.824,0.15946999,0,-1,0,-88006490085.19617,-3150150.3374707624
501,17000.0,3.0,2.0,0.86,0.2167,0.77,1.039,13.053488,1849945.0,22346813440.0,0.33734,-0.405,0.07253,0,-1,0,-80020204483.37778,-2097253.2628791113
502,13800.0,3.0,2.0,1.23,0.3159,0.71,0.941,25.727129,2960788.0,73039355904.0,0.41368,0.132,0.51142,0,-1,0,-29327662008.45984,-2453528.9229572862
